filename,width,height,class,xmin,ymin,xmax,ymax
frame11.jpg,1920,1080,cow,1566,371,1707,433
frame11.jpg,1920,1080,cow,1179,22,1247,150
frame11.jpg,1920,1080,calf,573,419,647,453
frame11.jpg,1920,1080,calf,424,195,506,222
frame11.jpg,1920,1080,calf,971,131,996,196
frame11.jpg,1920,1080,calf,1066,226,1094,285
frame11.jpg,1920,1080,cow_drop,645,452,673,478
frame110.jpg,1920,1080,cow,821,419,934,511
frame110.jpg,1920,1080,calf,598,445,673,475
frame110.jpg,1920,1080,calf,853,544,921,575
frame110.jpg,1920,1080,calf,1119,342,1154,402
frame110.jpg,1920,1080,cow_drop,902,337,931,363
frame110.jpg,1920,1080,cow_drop,796,516,824,547
frame110.jpg,1920,1080,cow_drop,779,779,812,812
frame110.jpg,1920,1080,cow_drop,837,780,865,812
frame110.jpg,1920,1080,cow_drop,834,726,869,757
frame110.jpg,1920,1080,cow_drop,1043,628,1075,655
frame110.jpg,1920,1080,cow_drop,1145,628,1174,654
frame110.jpg,1920,1080,cow_drop,1254,684,1282,712
frame110.jpg,1920,1080,cow_drop,1247,528,1274,555
frame110.jpg,1920,1080,cow_drop,1094,382,1121,413
frame111.jpg,1920,1080,cow,831,424,938,497
frame111.jpg,1920,1080,calf,600,447,676,473
frame111.jpg,1920,1080,calf,802,581,861,637
frame111.jpg,1920,1080,calf,1122,342,1150,403
frame111.jpg,1920,1080,cow_drop,796,519,824,549
frame111.jpg,1920,1080,cow_drop,779,778,812,811
frame111.jpg,1920,1080,cow_drop,833,781,868,812
frame111.jpg,1920,1080,cow_drop,834,726,869,758
frame111.jpg,1920,1080,cow_drop,1043,623,1073,657
frame111.jpg,1920,1080,cow_drop,1147,627,1175,658
frame111.jpg,1920,1080,cow_drop,1249,679,1280,712
frame111.jpg,1920,1080,cow_drop,1247,528,1275,557
frame111.jpg,1920,1080,cow_drop,1090,382,1122,413
frame111.jpg,1920,1080,cow_drop,901,334,931,363
frame112.jpg,1920,1080,cow,901,421,974,508
frame112.jpg,1920,1080,calf,1121,342,1152,401
frame112.jpg,1920,1080,calf,776,610,833,666
frame112.jpg,1920,1080,calf,601,445,676,474
frame112.jpg,1920,1080,cow_drop,794,516,823,548
frame112.jpg,1920,1080,cow_drop,902,338,932,364
frame112.jpg,1920,1080,cow_drop,896,469,927,505
frame112.jpg,1920,1080,cow_drop,1084,384,1119,413
frame112.jpg,1920,1080,cow_drop,1044,623,1074,657
frame112.jpg,1920,1080,cow_drop,776,778,813,811
frame112.jpg,1920,1080,cow_drop,836,727,869,757
frame112.jpg,1920,1080,cow_drop,828,781,866,812
frame112.jpg,1920,1080,cow_drop,1144,628,1177,659
frame112.jpg,1920,1080,cow_drop,1247,529,1276,559
frame112.jpg,1920,1080,cow_drop,1252,681,1280,713
frame113.jpg,1920,1080,cow,895,423,985,506
frame113.jpg,1920,1080,calf,597,445,673,476
frame113.jpg,1920,1080,calf,773,608,833,673
frame113.jpg,1920,1080,calf,1122,343,1152,402
frame113.jpg,1920,1080,cow_drop,794,518,826,547
frame113.jpg,1920,1080,cow_drop,780,779,811,811
frame113.jpg,1920,1080,cow_drop,901,338,929,363
frame113.jpg,1920,1080,cow_drop,1091,385,1122,411
frame113.jpg,1920,1080,cow_drop,836,724,870,755
frame113.jpg,1920,1080,cow_drop,831,781,866,813
frame113.jpg,1920,1080,cow_drop,1040,624,1074,658
frame113.jpg,1920,1080,cow_drop,1148,628,1177,659
frame113.jpg,1920,1080,cow_drop,1249,681,1281,712
frame113.jpg,1920,1080,cow_drop,1244,527,1271,557
frame114.jpg,1920,1080,cow,900,422,966,511
frame114.jpg,1920,1080,calf,600,445,675,475
frame114.jpg,1920,1080,calf,773,611,834,666
frame114.jpg,1920,1080,calf,1119,344,1152,402
frame114.jpg,1920,1080,cow_drop,780,778,810,813
frame114.jpg,1920,1080,cow_drop,832,776,865,810
frame114.jpg,1920,1080,cow_drop,839,726,869,754
frame114.jpg,1920,1080,cow_drop,787,519,832,548
frame114.jpg,1920,1080,cow_drop,1038,623,1075,657
frame114.jpg,1920,1080,cow_drop,1145,627,1174,657
frame114.jpg,1920,1080,cow_drop,1250,679,1280,713
frame114.jpg,1920,1080,cow_drop,1248,527,1274,558
frame114.jpg,1920,1080,cow_drop,1094,387,1123,412
frame114.jpg,1920,1080,cow_drop,901,334,933,361
frame114.jpg,1920,1080,cow_drop,889,473,923,503
frame115.jpg,1920,1080,cow,901,398,985,502
frame115.jpg,1920,1080,calf,754,595,817,649
frame115.jpg,1920,1080,calf,632,417,698,449
frame115.jpg,1920,1080,calf,1119,319,1150,379
frame115.jpg,1920,1080,cow_drop,777,753,813,782
frame115.jpg,1920,1080,cow_drop,831,755,868,789
frame115.jpg,1920,1080,cow_drop,837,698,870,727
frame115.jpg,1920,1080,cow_drop,794,496,826,522
frame115.jpg,1920,1080,cow_drop,1043,601,1075,628
frame115.jpg,1920,1080,cow_drop,1145,597,1176,632
frame115.jpg,1920,1080,cow_drop,1250,655,1282,687
frame115.jpg,1920,1080,cow_drop,1243,503,1275,533
frame115.jpg,1920,1080,cow_drop,902,315,936,342
frame115.jpg,1920,1080,cow_drop,895,452,929,479
frame115.jpg,1920,1080,cow_drop,1095,363,1126,387
frame115.jpg,1920,1080,cow_drop,598,924,629,957
frame116.jpg,1920,1080,cow,877,340,954,437
frame116.jpg,1920,1080,calf,605,592,671,645
frame116.jpg,1920,1080,calf,647,319,710,345
frame116.jpg,1920,1080,calf,1084,218,1119,276
frame116.jpg,1920,1080,cow_drop,571,797,606,824
frame116.jpg,1920,1080,cow_drop,748,632,786,665
frame116.jpg,1920,1080,cow_drop,805,639,839,669
frame116.jpg,1920,1080,cow_drop,806,582,838,612
frame116.jpg,1920,1080,cow_drop,1012,491,1042,519
frame116.jpg,1920,1080,cow_drop,766,387,797,413
frame116.jpg,1920,1080,cow_drop,874,218,905,243
frame116.jpg,1920,1080,cow_drop,1063,263,1091,286
frame116.jpg,1920,1080,cow_drop,1110,491,1140,521
frame116.jpg,1920,1080,cow_drop,1212,544,1243,571
frame116.jpg,1920,1080,cow_drop,1207,397,1236,426
frame117.jpg,1920,1080,cow,829,259,926,347
frame117.jpg,1920,1080,cow,1419,645,1507,786
frame117.jpg,1920,1080,calf,527,461,591,516
frame117.jpg,1920,1080,calf,575,203,650,237
frame117.jpg,1920,1080,calf,1010,107,1034,166
frame117.jpg,1920,1080,cow_drop,501,649,533,684
frame117.jpg,1920,1080,cow_drop,675,502,710,532
frame117.jpg,1920,1080,cow_drop,729,506,760,532
frame117.jpg,1920,1080,cow_drop,733,459,764,485
frame117.jpg,1920,1080,cow_drop,931,369,960,396
frame117.jpg,1920,1080,cow_drop,1028,370,1054,396
frame117.jpg,1920,1080,cow_drop,1123,417,1155,444
frame117.jpg,1920,1080,cow_drop,695,270,726,301
frame117.jpg,1920,1080,cow_drop,1122,276,1150,308
frame117.jpg,1920,1080,cow_drop,981,153,1016,176
frame117.jpg,1920,1080,cow_drop,803,116,833,136
frame118.jpg,1920,1080,cow,1385,616,1476,754
frame118.jpg,1920,1080,cow,1112,270,1166,385
frame118.jpg,1920,1080,cow,817,215,865,334
frame118.jpg,1920,1080,calf,500,427,568,478
frame118.jpg,1920,1080,calf,555,175,629,213
frame118.jpg,1920,1080,calf,882,884,958,919
frame118.jpg,1920,1080,calf,994,55,1044,122
frame118.jpg,1920,1080,cow_drop,476,613,506,643
frame118.jpg,1920,1080,cow_drop,652,473,680,495
frame118.jpg,1920,1080,cow_drop,700,470,733,502
frame118.jpg,1920,1080,cow_drop,708,424,733,455
frame118.jpg,1920,1080,cow_drop,668,243,707,270
frame118.jpg,1920,1080,cow_drop,766,202,798,227
frame118.jpg,1920,1080,cow_drop,781,90,808,115
frame118.jpg,1920,1080,cow_drop,954,129,985,150
frame118.jpg,1920,1080,cow_drop,903,340,931,365
frame118.jpg,1920,1080,cow_drop,998,344,1027,365
frame118.jpg,1920,1080,cow_drop,1095,250,1119,275
frame118.jpg,1920,1080,cow_drop,1094,390,1123,412
frame119.jpg,1920,1080,cow,811,221,874,337
frame119.jpg,1920,1080,cow,1110,263,1164,381
frame119.jpg,1920,1080,cow,1340,666,1417,813
frame119.jpg,1920,1080,calf,555,171,616,208
frame119.jpg,1920,1080,calf,497,426,566,476
frame119.jpg,1920,1080,calf,1058,878,1133,919
frame119.jpg,1920,1080,calf,1052,24,1116,63
frame119.jpg,1920,1080,cow_drop,475,615,506,639
frame119.jpg,1920,1080,cow_drop,648,468,680,497
frame119.jpg,1920,1080,cow_drop,701,469,732,498
frame119.jpg,1920,1080,cow_drop,702,423,734,449
frame119.jpg,1920,1080,cow_drop,668,245,701,266
frame119.jpg,1920,1080,cow_drop,769,205,796,228
frame119.jpg,1920,1080,cow_drop,775,87,806,107
frame119.jpg,1920,1080,cow_drop,954,127,985,150
frame119.jpg,1920,1080,cow_drop,900,339,931,363
frame119.jpg,1920,1080,cow_drop,995,339,1023,364
frame119.jpg,1920,1080,cow_drop,1091,253,1123,276
frame119.jpg,1920,1080,cow_drop,1091,386,1124,417
frame12.jpg,1920,1080,cow,491,294,622,371
frame12.jpg,1920,1080,cow,1133,43,1226,168
frame12.jpg,1920,1080,cow,991,516,1133,587
frame12.jpg,1920,1080,cow,1603,380,1740,487
frame12.jpg,1920,1080,calf,537,486,618,515
frame12.jpg,1920,1080,calf,470,205,526,253
frame12.jpg,1920,1080,calf,971,286,1002,347
frame12.jpg,1920,1080,calf,1063,274,1107,337
frame12.jpg,1920,1080,cow_drop,645,512,676,540
frame120.jpg,1920,1080,cow,1063,260,1119,382
frame120.jpg,1920,1080,cow,1334,759,1494,873
frame120.jpg,1920,1080,calf,477,413,519,481
frame120.jpg,1920,1080,calf,544,171,612,210
frame120.jpg,1920,1080,calf,1052,24,1121,58
frame120.jpg,1920,1080,calf,1074,947,1148,1016
frame120.jpg,1920,1080,cow_drop,423,613,459,640
frame120.jpg,1920,1080,cow_drop,601,468,637,495
frame120.jpg,1920,1080,cow_drop,650,473,687,497
frame120.jpg,1920,1080,cow_drop,661,422,692,450
frame120.jpg,1920,1080,cow_drop,627,240,656,268
frame120.jpg,1920,1080,cow_drop,723,201,755,226
frame120.jpg,1920,1080,cow_drop,736,85,766,111
frame120.jpg,1920,1080,cow_drop,912,124,940,148
frame120.jpg,1920,1080,cow_drop,863,336,889,363
frame120.jpg,1920,1080,cow_drop,954,340,980,364
frame120.jpg,1920,1080,cow_drop,1048,248,1080,274
frame120.jpg,1920,1080,cow_drop,1049,386,1079,408
frame121.jpg,1920,1080,cow,952,227,1001,348
frame121.jpg,1920,1080,cow,1244,753,1397,864
frame121.jpg,1920,1080,calf,445,137,513,174
frame121.jpg,1920,1080,calf,416,394,487,429
frame121.jpg,1920,1080,cow_drop,316,563,347,597
frame121.jpg,1920,1080,cow_drop,498,429,527,457
frame121.jpg,1920,1080,cow_drop,547,434,580,458
frame121.jpg,1920,1080,cow_drop,552,381,584,413
frame121.jpg,1920,1080,cow_drop,523,207,556,229
frame121.jpg,1920,1080,cow_drop,752,302,780,327
frame121.jpg,1920,1080,cow_drop,844,303,873,329
frame121.jpg,1920,1080,cow_drop,933,345,964,376
frame121.jpg,1920,1080,cow_drop,937,212,966,240
frame121.jpg,1920,1080,cow_drop,618,169,653,191
frame121.jpg,1920,1080,cow_drop,807,100,839,118
frame121.jpg,1920,1080,cow_drop,637,57,666,79
frame122.jpg,1920,1080,cow,843,163,944,274
frame122.jpg,1920,1080,cow,1240,775,1349,850
frame122.jpg,1920,1080,calf,416,128,476,169
frame122.jpg,1920,1080,calf,938,80,963,139
frame122.jpg,1920,1080,calf,466,390,538,422
frame122.jpg,1920,1080,cow_drop,281,560,316,591
frame122.jpg,1920,1080,cow_drop,469,416,497,449
frame122.jpg,1920,1080,cow_drop,512,424,544,452
frame122.jpg,1920,1080,cow_drop,519,375,555,402
frame122.jpg,1920,1080,cow_drop,495,197,524,223
frame122.jpg,1920,1080,cow_drop,628,292,659,317
frame122.jpg,1920,1080,cow_drop,719,295,750,318
frame122.jpg,1920,1080,cow_drop,811,296,842,322
frame122.jpg,1920,1080,cow_drop,907,339,932,365
frame122.jpg,1920,1080,cow_drop,591,159,619,185
frame122.jpg,1920,1080,cow_drop,605,48,639,70
frame122.jpg,1920,1080,cow_drop,779,89,810,113
frame123.jpg,1920,1080,cow,826,91,877,226
frame123.jpg,1920,1080,cow,1307,829,1440,934
frame123.jpg,1920,1080,calf,536,394,612,429
frame123.jpg,1920,1080,calf,417,129,481,168
frame123.jpg,1920,1080,calf,939,82,961,137
frame123.jpg,1920,1080,cow_drop,282,557,312,586
frame123.jpg,1920,1080,cow_drop,464,419,495,450
frame123.jpg,1920,1080,cow_drop,510,423,542,449
frame123.jpg,1920,1080,cow_drop,521,376,550,403
frame123.jpg,1920,1080,cow_drop,492,197,524,223
frame123.jpg,1920,1080,cow_drop,591,157,618,184
frame123.jpg,1920,1080,cow_drop,626,294,659,318
frame123.jpg,1920,1080,cow_drop,721,292,747,317
frame123.jpg,1920,1080,cow_drop,810,295,840,323
frame123.jpg,1920,1080,cow_drop,902,337,928,365
frame123.jpg,1920,1080,cow_drop,903,205,936,232
frame123.jpg,1920,1080,cow_drop,774,85,806,110
frame123.jpg,1920,1080,cow_drop,607,50,636,78
frame124.jpg,1920,1080,cow,821,33,874,159
frame124.jpg,1920,1080,cow,1292,812,1424,922
frame124.jpg,1920,1080,calf,416,128,479,168
frame124.jpg,1920,1080,calf,616,397,680,429
frame124.jpg,1920,1080,calf,922,68,960,131
frame124.jpg,1920,1080,cow_drop,280,558,312,589
frame124.jpg,1920,1080,cow_drop,464,418,496,445
frame124.jpg,1920,1080,cow_drop,510,422,544,447
frame124.jpg,1920,1080,cow_drop,518,375,553,403
frame124.jpg,1920,1080,cow_drop,492,198,524,224
frame124.jpg,1920,1080,cow_drop,624,294,655,316
frame124.jpg,1920,1080,cow_drop,717,295,745,319
frame124.jpg,1920,1080,cow_drop,592,155,621,185
frame124.jpg,1920,1080,cow_drop,606,47,636,74
frame124.jpg,1920,1080,cow_drop,777,87,807,111
frame124.jpg,1920,1080,cow_drop,811,294,842,323
frame124.jpg,1920,1080,cow_drop,901,339,931,368
frame124.jpg,1920,1080,cow_drop,911,203,933,234
frame125.jpg,1920,1080,cow,1169,712,1275,785
frame125.jpg,1920,1080,cow,829,32,879,166
frame125.jpg,1920,1080,calf,617,392,679,427
frame125.jpg,1920,1080,calf,412,131,479,169
frame125.jpg,1920,1080,calf,933,61,955,107
frame125.jpg,1920,1080,cow_drop,279,552,312,589
frame125.jpg,1920,1080,cow_drop,461,422,494,447
frame125.jpg,1920,1080,cow_drop,511,421,548,447
frame125.jpg,1920,1080,cow_drop,521,376,550,402
frame125.jpg,1920,1080,cow_drop,624,291,653,318
frame125.jpg,1920,1080,cow_drop,716,287,747,319
frame125.jpg,1920,1080,cow_drop,494,198,522,227
frame125.jpg,1920,1080,cow_drop,586,160,619,185
frame125.jpg,1920,1080,cow_drop,607,45,636,74
frame125.jpg,1920,1080,cow_drop,906,203,933,231
frame125.jpg,1920,1080,cow_drop,781,87,803,110
frame125.jpg,1920,1080,cow_drop,813,296,839,318
frame125.jpg,1920,1080,cow_drop,902,338,932,364
frame126.jpg,1920,1080,cow,823,64,879,166
frame126.jpg,1920,1080,cow,1132,676,1266,781
frame126.jpg,1920,1080,calf,579,342,637,398
frame126.jpg,1920,1080,calf,419,127,481,169
frame126.jpg,1920,1080,calf,652,24,710,58
frame126.jpg,1920,1080,calf,929,68,956,111
frame126.jpg,1920,1080,cow_drop,463,419,494,448
frame126.jpg,1920,1080,cow_drop,281,558,311,586
frame126.jpg,1920,1080,cow_drop,505,424,545,448
frame126.jpg,1920,1080,cow_drop,522,373,549,403
frame126.jpg,1920,1080,cow_drop,619,291,650,317
frame126.jpg,1920,1080,cow_drop,490,197,522,223
frame126.jpg,1920,1080,cow_drop,591,160,618,184
frame126.jpg,1920,1080,cow_drop,608,49,636,70
frame126.jpg,1920,1080,cow_drop,721,292,748,321
frame126.jpg,1920,1080,cow_drop,776,89,806,112
frame126.jpg,1920,1080,cow_drop,813,295,839,317
frame126.jpg,1920,1080,cow_drop,902,337,931,366
frame126.jpg,1920,1080,cow_drop,905,206,931,232
frame127.jpg,1920,1080,cow,1060,590,1176,682
frame127.jpg,1920,1080,cow,824,33,876,164
frame127.jpg,1920,1080,calf,611,53,650,116
frame127.jpg,1920,1080,calf,418,131,480,166
frame127.jpg,1920,1080,calf,542,270,580,334
frame127.jpg,1920,1080,calf,997,919,1058,980
frame127.jpg,1920,1080,calf,928,65,960,110
frame127.jpg,1920,1080,cow_drop,459,423,497,447
frame127.jpg,1920,1080,cow_drop,280,558,311,586
frame127.jpg,1920,1080,cow_drop,507,422,548,449
frame127.jpg,1920,1080,cow_drop,518,376,552,402
frame127.jpg,1920,1080,cow_drop,626,290,655,318
frame127.jpg,1920,1080,cow_drop,491,198,527,226
frame127.jpg,1920,1080,cow_drop,586,160,619,184
frame127.jpg,1920,1080,cow_drop,716,290,749,318
frame127.jpg,1920,1080,cow_drop,812,295,839,319
frame127.jpg,1920,1080,cow_drop,901,337,932,363
frame127.jpg,1920,1080,cow_drop,910,205,936,234
frame127.jpg,1920,1080,cow_drop,777,86,810,111
frame128.jpg,1920,1080,cow,813,26,865,153
frame128.jpg,1920,1080,cow,1039,560,1150,657
frame128.jpg,1920,1080,cow,205,668,306,786
frame128.jpg,1920,1080,cow,1812,358,1920,466
frame128.jpg,1920,1080,cow,1470,106,1594,182
frame128.jpg,1920,1080,calf,537,187,574,253
frame128.jpg,1920,1080,calf,402,118,465,155
frame128.jpg,1920,1080,calf,591,98,632,160
frame128.jpg,1920,1080,calf,890,800,953,863
frame128.jpg,1920,1080,cow_drop,261,539,298,571
frame128.jpg,1920,1080,cow_drop,449,401,482,429
frame128.jpg,1920,1080,cow_drop,496,406,532,431
frame128.jpg,1920,1080,cow_drop,505,361,536,391
frame128.jpg,1920,1080,cow_drop,613,280,643,301
frame128.jpg,1920,1080,cow_drop,702,280,737,305
frame128.jpg,1920,1080,cow_drop,798,281,827,308
frame128.jpg,1920,1080,cow_drop,886,326,916,348
frame128.jpg,1920,1080,cow_drop,894,191,918,217
